hospital_id,name,contract,is24,isBeautyParlor,isHotel,isStore,hasParkingLot,businessHours,latitude,longitude,address,subject,species
208,고덕24시동물병원,02-6227-8275,1,1,1,1,1,매일 주간진료 10:00-22:00 / 매일 야간진료 22:00-10:00,37.5520152,127.155802,서울특별시 강동구 동남로 877 1층 106호 (명일동 한화오벨리스크스위트),"내과,외과",
209,이든동물의료센터,02-2635-2475,0,1,1,0,1,일반진료 09:00~22:00,37.53209589,126.9050195,서울특별시 영등포구 양평로 5 12층 (당산동5가 성원빌딩),"내과,정형외과,일반외과",
210,삼성동물병원,02-902-7582,0,0,0,1,1,매일 09:00~20:00 / 일 09:30~19:30,37.65019067,127.0353118,서울특별시 도봉구 도봉로 499,"수술전문,심장.관절전문",
211,행복한동물병원,02-2655-2258,0,0,0,0,1,평일 09:30-19:00 / 토요일 09:30-18:00,37.54661737,126.8753477,서울특별시 양천구 공항대로 636,,
212,애니케어동물병원,02-996-1007,0,1,1,1,1,"평일 10:00~19:00/주말,공휴일 10:00~18:00",37.64776217,127.01427,서울특별시 강북구 삼양로 499,,
213,우신동물병원,02-356-7547,0,0,0,0,0,,37.60557515,126.9157414,서울특별시 은평구 연서로 72,,
214,가온동물병원,02-6953-7512,0,1,0,1,1,매일 10:00-21:00,37.56066757,127.1704627,서울특별시 양천구 등촌로 114 목동한강팰리스 1층,,
215,예일동물병원,02-832-0081,0,0,0,0,0,평일 10:00-21:00 / 토요일 10:00-20:00,37.48926449,126.92723,서울특별시 관악구 봉천로 232 (신림동),,
216,신영동물병원,02-3217-1081,0,0,0,0,1,매일 09:30~20:30,37.59169482,126.9409317,서울특별시 서대문구 통일로 489,,
217,에이드 동물병원,02-545-4975,1,1,1,1,1,일반진료 매일 10:00~22:00/응급진료 매일 22:00~10:00,37.52123891,127.0276396,서울특별시 강남구 논현로 813 영석빌딩 지하1층1층 (신사동),"내과,피부과,외과,건강검진,내시경,재생의학,치과,영상의학",
218,라파엘동물병원,02-333-8632,0,1,0,0,0,매일 09:30~19:00,37.56921326,126.9330533,서울특별시 서대문구 연희로 132,,
219,청담동물병원,02-543-4037  ,0,0,0,0,0,,37.52161446,127.0376914,서울특별시 강남구 도산대로50길 13 3층,,
220,페트로동물의료원,02-2249-0075,0,1,1,1,1,평일 10:00-20:30 / 주말 10:00-19:00,37.56785211,127.068546,서울특별시 동대문구 장한로 77,,
221,세명동물병원,02-2604-3584,0,1,0,0,1,평일 09:00~21:00 (접수마감 20:00)/토 09:00~19:00 (접수마감 18:30),37.53273966,126.8428904,서울특별시 강서구 강서로17길 52 (화곡동 화곡면옥),,"개,고양이,고슴도치,햄스터,특수동물"
222,이을반려동물케어센터,02-593-7575,0,1,1,0,1,"월,수,토요일 10:00-19:00 / 화,금요일 10:00-21:00(야간진료)",37.49912839,126.9972126,서울특별시 서초구 사평대로20길 3 신화빌딩 1층 (반포동),"성형외과,피부과,안과,치과,케어센터",
223,로얄동물메디컬센터 강동,02-457-0075,1,0,0,0,1,매일 00:00~24:00,37.53174182,127.1381409,서울특별시 강동구 천호대로 1171,"내과,외과,영상의학과,응급진료과,재활의학,백내장,심혈관질환,신경계질환",
224,서울허브동물병원,02-875-7579,0,0,0,1,0,평일 10:00~20:00 / 토요일 10:00~12:00 (100% 예약제),37.4817482,126.951459,서울특별시 관악구 남부순환로 1811 신원메트로빌 (봉천동),,
225,안정택동물병원,02-2060-7512,0,1,0,0,1,평일 10:00~20:00(진료마감 19:30)/토 10:00~19:00 (진료마감 18:30),37.48604074,126.8385595,서울특별시 구로구 천왕로 106 골드프라자 201호 (천왕동),,
226,아프리카동물병원,02-426-7722,0,1,0,1,1,"평일 09:30~20:00/토,공휴일 10:00~19:00",37.56463011,127.1740715,서울특별시 강동구 아리수로 421 MIDC빌딩 101호 (강일동),"내과,외과,치과,안과,산과,특수동물","개,고양이,특수동물"
227,도담동물병원,02-388-0275,0,1,1,1,0,평일 10:00~19:00/토 10:00~18:00/공휴일 11:00~18:00,37.60577106,126.9111248,서울특별시 은평구 역말로 7 (역촌동),,"개,고양이,기니피그,고슴도치,토끼"
228,프라임동물병원,02-457-0292,0,0,0,0,0,평일 10:00~19:00/ 토 10:00~17:00,37.53924384,127.092083,서울특별시 광진구 아차산로 451 세림리오빌 제B1-1호,,
229,좋아서하는동물병원,02-703-0075,0,1,1,0,1,평일 10:00~19:00,37.53793867,126.9679734,서울특별시 용산구 백범로 341 B동 지상1층 113114호 (원효로1가 리첸시아 용산),"심장순환계질환,피부질환,내분비질환,내과질환",
230,금강동물병원,02-798-7512,0,0,0,0,0,매일 09:30~21:00,37.5189129,126.9811544,서울특별시 용산구 이촌로 303 21동 112호,,
231,쿨펫동물병원,02-2024-1254,0,0,0,1,0,매일 10:00~22:00,37.53855827,127.0729962,서울특별시 광진구 아차산로 272 지하 1층,"중성화,예방접종",
232,닥터베토벤동물병원,02-427-1076,0,1,0,0,0,"평일,공휴일 09:30-20:00 / 토요일 09:30-19:30",37.55079239,127.171762,서울특별시 강동구 구천면로 664,,
233,두암한방동물병원,02-846-4597,0,0,0,0,1,매일 10:00-19:00,37.5468367,126.8715058,서울특별시 양천구 목동중앙북로 73 덕수프라자 207호,"피부과,안과,정형외과,치과,내과",
234,한빛동물병원,02-992-0074,0,0,0,1,0,평일 10:00~19:00 / 토 10:00~18:00,37.64018238,127.0397948,서울특별시 도봉구 덕릉로 256,,
235,대현동물병원,02-2651-1855,0,0,0,0,1,"평일 09:30~19:00 / 토,공휴일 09:30~18:00 / 일요일 11:00-18:00",37.54446378,126.8708855,서울특별시 양천구 목동중앙본로 100 웰니스1층,,
236,에코동물병원,02-443-2222,0,1,0,1,0,평일 09:00~21:00 / 주말 09:00~18:00,37.49276726,127.1280891,서울특별시 송파구 동남로 161 청공빌딩 101호,수술전문,"개,고양이,고슴도치,기니피그,토끼,친칠라,햄스터,새,돼지,도마뱀"
237,24시OK동물병원,02-569-7582,1,1,0,1,1,일반진료 매일 09:00-21:00 / 매일 21:00-09:00 입원환자만 관리(응급진료-VIP동물의료센터 청담점 연계진료),37.49556174,127.0498174,서울특별시 강남구 도곡로51길 4 역삼프라자 1층 (역삼동),,
238,꿈의숲동물병원,02-915-5485,0,1,1,1,0,"평일 10:00~19:30 / 토,공휴일 10:00~15:00",37.61898673,127.0465289,서울특별시 성북구 돌곶이로 220 105동 112호 (장위동 꿈의숲코오롱하늘채아파트),"슬개골탈구수술,중성화,예방접종",
239,한마음동물병원,02-2692-8275,0,0,0,1,0,,37.53401997,126.8465847,서울특별시 강서구 강서로18길 17 (화곡동),,
240,해성동물병원,02-2651-9953,0,1,0,1,0,평일 09:30-19:00 / 토요일 09:30-17:00,37.5206196,126.8600396,서울특별시 양천구 은행정로 10 (신정동),,
241,동물치과병원 메이,02-797-4408,0,0,0,0,1,평일 09:30~19:00/공휴일 11:00~18:00,37.53374585,127.0027831,서울특별시 강남구 테헤란로8길 46 2층,"건강검진,노령견 진료,내과,피부과,한방 수의학,치과,구강외과",
242,이층애고양이동물병원,02-3142-7298,0,0,0,0,0,,37.55346557,126.9123097,서울특별시 마포구 월드컵로 46 2층 (서교동),,
243,웰펫동물병원,02-2256-7582,0,0,0,0,0,,37.55426685,127.0114474,서울특별시 중구 동호로 178,,
244,포유동물병원,02-912-6555,0,1,1,1,0,평일 10:00~19:00 / 토요일 10:00~16:00,37.60422016,127.0376844,서울특별시 성북구 오패산로 22,,
245,꿈이크는동물병원,02-420-7580,0,0,0,1,1,매일 10:00~20:00 / 토요일 10:00~19:00,37.50687153,127.0799826,서울특별시 송파구 백제고분로 115 그린빌딩 1층 (잠실동),"내과,안과,정형외과",
246,논현동물병원,02-3442-3785,1,1,0,1,1,매일 00:00~24:00,37.50751186,127.0268009,서울특별시 강남구 강남대로118길 47 1층 (논현동),"내과,외과,영상의학과,안과",
247,방학동물병원,02-3494-0075,0,1,1,1,1,평일 09:30~21:00/주말 09:30~19:00,37.66909685,127.0432072,서울특별시 도봉구 도봉로 723,,
248,건국대학교 부속동물병원,02-450-3664,0,0,0,0,1,"평일 09:00~17:30/응급의학과 월,수,목,금 14:00~22:00/일 09:00~18:00",37.54123563,127.0720558,서울특별시 광진구 능동로 120-1 건국대학교 수의학관 1층 건국대학교 부속동물병원,"내과,안과,영상의학과,임상병리과,외과,응급중환자의학과",
249,24시 더힐동물의료센터,02-792-8275,1,0,1,0,1,매일 09:00~21:00(일반진료)/21:00~09:00(야간응급진료),37.53462533,127.0095647,서울특별시 용산구 독서당로 81-1 3층,"내과,안과,피부과,정형외과",
250,엉클장동물병원,02-713-0053,0,1,0,0,1,평일 10:00~19:00/토 10:00~15:00,37.53793867,126.9679734,서울특별시 용산구 백범로 341 리첸시아 용산 A동 106호,,
251,로이동물병원,02-927-7878,0,0,0,1,1,"평일 10:00~20:00 / 일,공휴일 10:00~18:00",37.5953564,127.0157563,서울특별시 성북구 아리랑로 27 (동소문동6가),"내과,피부과,치과,중증전문",
252,빛가온동물병원,02-6369-0075,0,0,0,0,0,,37.67219268,127.0463702,서울특별시 도봉구 마들로 695,,
253,태일동물병원,02-997-0075,0,0,0,1,1,"평일,토,공휴일 09:00~18:00",37.65792771,127.0364004,서울특별시 도봉구 해등로 184,"치과,내과,외과",
254,래이동물의료센터,02-556-7588,1,1,1,1,1,매일 00:00~24:00,37.49270232,127.0577066,서울특별시 강남구 남부순환로 2911-1 성보2빌딩,"외과,내과,영상진단,안과",
255,강북동물병원,02-924-4555,0,0,0,0,0,매일 10:00~20:00,37.59619427,127.0351989,서울특별시 성북구 종암로 65,,
256,이상윤동물병원,02-792-5455,0,0,0,0,0,매일 10:00~19:00,37.51938659,126.975026,서울특별시 용산구 이촌로 248 한강맨션,,
257,닥터표동물병원,02-484-4063,0,1,0,1,1,"평일,토요일 10:00~20:00 /공휴일 10:00~18:00",37.53210021,127.1214382,서울특별시 강동구 올림픽로 566 1층 (성내동),"내과,외과,정형외과,피부과,산과,치과,예방접종",
258,이태원동물병원,02-797-6677  ,0,0,1,1,1,매일 09:00~18:00,37.53639702,126.9872178,서울특별시 용산구 녹사평대로 210,,
259,홍상희동물병원,02-974-0339,0,1,0,1,0,,37.61067114,127.0774261,서울특별시 중랑구 동일로 899,,
260,메종동물병원,02-2038-7555,0,1,1,1,1,매일 10:00~21:00,37.56350299,127.0159622,서울특별시 중구 다산로 230 하나빌딩 1층 (신당동),,
261,유앤동물의료원,02-2043-7582,0,1,0,1,1,매일 10:00-19:00,37.50968932,127.1273283,서울특별시 송파구 양재대로 1148 왕천빌딩 1층 (오금동),,
262,토론토동물병원,02-2642-8653,0,0,0,1,0,,37.54513461,126.8626078,서울특별시 양천구 등촌로 172,,
263,동물은내친구,02-582-7708,0,1,0,1,0,평일 09:00-20:00 / 일요일 11:00-17:00 / 공휴일 10:00-18:00,37.48314324,126.9757917,서울특별시 동작구 사당로 252 (사당동),,
264,어울림동물병원,02-305-4242,0,1,1,1,0,평일 10:00~19:00 / 토요일 10:00~17:00,37.5743679,126.9178554,서울특별시 서대문구 가재울미래로 2 (남가좌동 DMC파크뷰자이),,"개,고양이,특수동물"
265,경인동물의료센터,02-571-8275,1,0,0,0,1,매일 09:00~21:00 주간/야간 21:00~09:00,37.51572728,126.9054567,서울특별시 영등포구 경인로 832 1층 (영등포동 대성빌딩),,
266,신월라온동물의료센터,02-2694-7575,0,1,0,1,1,"평일,토요일 10:00-21:00 / 일요일 10:00-18:00",37.51916268,126.8429804,서울특별시 양천구 신월로 179 1층 (신월동),"내과,외과",
267,동물병원 위드,02-904-0075,0,1,1,1,1,평일 09:30~20:00/공휴일 10:00~18:00,37.63479822,127.0226026,서울특별시 강북구 덕릉로 79,"치과,수술전문",
268,은행나무 종합동물병원,02-804-0975,0,0,0,0,0,,37.45161097,126.9071344,서울특별시 금천구 금하로 694 삭암빌딩,,
269,나래동물병원,02-929-5496,0,0,0,1,1,평일 10:00-18:00 / 토요일 09:00-11:30,37.591403,127.0129819,서울특별시 성북구 동소문로 66 김의원빌딩,"엑스레이,혈액검사",
270,다온동물병원,02-2643-8204,0,1,1,1,1,평일 10:00~20:00 / 토요일 10:00~18:00,37.5171799,126.8545687,서울특별시 양천구 중앙로 230 (신정동),"수술,예방접종",
271,시온동물병원,02-476-8275,0,0,0,1,0,평일 10:00~19:00 / 토 10:00~19:00,37.5372532,127.1295038,서울특별시 강동구 천호대로 1057,,
272,민트동물병원,02-707-2235,0,1,1,0,1,평일 10:00~20:00/토 10:00~20:00,37.53386336,126.9500703,서울특별시 용산구 원효로 51 삼성테마트,"수술전문,중성화",
273,문정힐스 동물병원,02-404-5852,0,1,1,1,1,평일 10:00~20:00/주말 10:00~19:00,37.48259282,127.1228222,"서울특별시 송파구 법원로4길 10 힐스테이트에코문정 1층 120,121호","일반내과,이비인후과,치과,비뇨기과",
274,우리동물병원,02-393-6675,0,0,0,1,1,평일 10:00~19:30 / 토요일 10:00~15:30,37.57090094,126.9613009,서울특별시 서대문구 통일로 197,,
275,열린동물병원,02-916-5724,0,0,0,0,1,"평일,토 09:30~21:00",37.60747384,127.0387095,서울특별시 성북구 오패산로 46,,
276,아차산동물병원,02-452-7580,0,1,0,1,0,"매일 10:00~20:30 / 주말,공휴일 10:00~19:00",37.55181311,127.0902491,서울특별시 광진구 천호대로 663,,
277,츄츄 동물병원,02-512-0075,0,1,1,1,1,매일 09:30-20:00,37.49315863,127.0354332,서울특별시 강남구 논현로67길 56 이루미빌딩 1층,,
278,용강동물병원,02-707-2340,0,0,0,0,1,"평일,토요일 09:00~20:00 / 일,공휴일 10:00~19:00",37.54483313,126.9394748,서울특별시 마포구 대흥로 48 (대흥동),"치과,피부과,내과",
279,강서동물종합병원,02-2691-5900,0,1,0,0,1,평일 10:00-18:00 / 토요일 10:00-17:00,37.53222689,126.8395295,서울특별시 강서구 곰달래로15길 46,"피부과,귀질환,안과,내과,치과,외과,중성화",
280,정말로동물병원,02-2691-8119,0,1,0,1,1,매일 09:00-21:00,37.51530988,126.8408762,서울특별시 양천구 신월로10길 22 2층,"호르몬질환,면역계질환,내과",
281,망원 동물병원,02-332-0175,0,0,0,1,1,평일 10:00-19:00 / 토요일 10:00-15:00,37.55486176,126.9108693,서울특별시 마포구 월드컵로 65 1층 망원동물병원,"중성화,접종,치과",
282,연희동물병원,02-332-2883,0,0,0,0,1,평일 10:00~19:00,37.56909963,126.9320801,서울특별시 서대문구 연희로25길 101 연화아파트 1층,"예방접종,중성화,스케일링",
283,미래지동물의료센터,02-2233-7574,0,1,1,1,1,월~토 09:00~22:00/일 10:00~19:00,37.55366191,127.0096223,서울특별시 중구 다산로 107,"내과,일반외과,정형외과,산과,피부과,안과,치과,비뇨기과,특수동물과,응급의학과,신경과","개,고양이,특수동물"
284,태능동물병원,02-973-1953,0,0,0,0,1,평일 09:40~18:30/토 09:40~16:00,37.61259636,127.077593,서울특별시 중랑구 동일로 920 3층,"고양이전문,고양이치과,고양이구내염",고양이
285,24시 치유동물의료센터,02-6964-8276,1,0,0,0,1,매일 00:00~24:00,37.60143562,126.931437,서울특별시 은평구 은평로 213,"내과,외과,피부과,한방재활,응급",
286,중곡동물병원,02-462-5595,0,0,0,0,1,"월,화,수,금 10:00-19:30 / 목요일 10:00-14:00 / 토요일 10:00-18:00",37.56274482,127.08157,서울특별시 광진구 긴고랑로 47 신미치과,,
287,라온동물병원,02-375-7575,0,0,0,0,0,"평일 10:00~20:00 / 주말,공휴일 10:00~19:00",37.56600111,126.9108276,서울특별시 마포구 월드컵북로 151 성미빌딩 1층 (성산동),슬개골탈구,
288,행복한동물병원,02-302-7502,0,1,0,0,1,"평일,토 10:00~21:00/일,공휴일 13:00~19:00",37.56980204,126.904699,서울특별시 마포구 월드컵북로 224 청화상가 104호 (성산동),"피부질환,치과,심장/순환기,중성화,산과,특수동물,노령동물,행동교육 및 치료","개,고양이,토끼,고슴도치,조류,설치류"
289,아프지말게동물병원,02-307-3355,0,1,0,1,1,평일 10:00~20:00 / 토요일 10:00~19:00,37.57795288,126.8898876,서울특별시 마포구 상암산로1길 24 (상암동 월드컵파크 4단지 상가 113-2),,
290,송파원 동물병원,02-419-7571,0,0,0,0,1,매일 10:00~20:00,37.50924318,127.1118954,서울특별시 송파구 백제고분로 432 2층 (송파동),"내시경,췌장염,동물검역,내과,외과,영상의학",
291,365동물병원,02-6402-0365,0,0,1,1,1,"평일 09:30~20:00 / 토요일 09:30~19:00 / 일요일,공휴일 09:30~17:00",37.66297575,127.0463508,서울특별시 도봉구 방학로 54 (방학동),,
292,경희궁 바른 동물병원,02-735-9088,0,1,1,1,1,평일 10:00~19:30/토 10:00~18:00,37.5708611,126.9623523,서울특별시 종로구 송월길 99 경희궁자이 2단지 상가 2229호,"일반외과,심장내과,피부과",
293,24시 수 동물병원,02-2676-7582,1,1,1,1,1,일반진료 10:00~22:00/응급진료 22:00~10:00,37.52231429,126.8911756,서울특별시 영등포구 영등포로 85-1,"정형외과,재활 물리치료,영상의학,순환기,내분비,종양,뇌 신경계",
294,베이동물병원,02-749-7588,0,0,0,0,1,매일 10:00~20:00,37.51938659,126.975026,서울특별시 용산구 이촌로 248 11동 102호 (이촌동 한강맨션),,
295,화신종합동물병원,02-3493-6101,0,0,0,1,0,"평일,토 09:00~20:00/일 10:30~17:30",37.66379065,127.0346662,서울특별시 도봉구 도당로 63,고양이전문,고양이
296,예은동물병원,02-529-5575,0,1,1,1,1,"평일 09:30~20:00/토,공휴일 09:30~20:00/일 09:30~18:00",37.49241914,127.0400309,서울특별시 강남구 도곡로 189 1 2층 (역삼동 정금빌딩),"내과,외과,치과,영상의학,정형외과",
297,봄봄동물병원,02-969-7579,0,1,0,1,1,"평일 10:00~20:00/토,공휴일 10:00~18:00",37.59034952,127.0540701,서울특별시 동대문구 회기로18길 46 (회기동),,
298,콩닥동물병원,02-6383-0303,0,1,0,1,1,매일 10:00-21:30 / 일요일 10:00-19:30,37.54619449,126.9521413,서울특별시 마포구 마포대로 127 풍림브이아이피텔 (공덕동),"노령동물,심장질환,건강검진",
299,수 동물병원,02-930-7975,0,0,0,0,0,,37.67912131,127.0549509,서울특별시 노원구 동일로 1689,,
300,해태동물병원,02-427-5685,0,0,0,0,0,매일 10:00~20:00,37.55329884,127.1547829,서울특별시 강동구 동남로73길 26,,
301,뉴욕동물병원,02-333-9558,0,1,0,0,0,평일 10:00~20:00 / 토요일 10:00~19:00,37.55075668,126.9160934,서울특별시 마포구 양화로 68,,
302,앙리 동물병원,02-766-7577,0,0,0,1,1,평일 10:00-19:30 / 토요일 10:00-18:00,37.59339292,127.0017074,서울특별시 성북구 성북로 66 1층 (성북동),"정형외과,치과,안과,중성화,한방재활",
303,마리스동물의료센터,02-442-8287,0,1,1,1,1,"평일,토요일 09:00-21:00 / 일,공휴일 09:00-18:00",37.55407039,127.129211,서울특별시 강동구 올림픽로 820 1층 (암사동 서연빌딩),"외과,치과,비뇨기센터,최소침습수술센터,특수클리닉",
304,박철환동물병원,02-2244-7479,0,0,0,0,0,매일 09:30~19:00,37.57891917,127.0696952,서울특별시 동대문구 사가정로 221 (장안동),,
305,오늘동물병원,02-469-7975,0,0,0,1,1,월~토 09:00~19:00,37.54682636,127.0448864,서울특별시 성동구 왕십리로 104 2층,"고양이 친화,예방접종,중증복합질환,신부전,심장병,당뇨,지방간","개,고양이"
306,VIP동물의료센터 노원점,02-931-1333,1,0,0,1,1,주간진료 매일 10:00~19:00/ 야간진료 19:00~09:00(일요일 제외),37.64783206,127.0623432,서울특별시 노원구 동일로 1333,"영상의학과,정형외과,치과,수술센터,중증환자케어",
307,수서동물병원,02-459-5955,0,1,1,1,1,"평일,토요일 10:00-20:00",37.48400435,127.0942714,서울특별시 강남구 광평로 196 1층 109호 (수서동 제이스프라자),,
308,쓰담쓰담동물병원,02-927-7585,0,1,0,1,1,평일 10:30~19:00 / 토요일 10:30~17:00,37.60015583,127.0336763,서울특별시 성북구 종암로 113,"예방의학,내과,외과,안과,산과,비뇨기과,치과",
309,오류동물병원,02-2612-3232,0,1,0,1,0,평일 10:00-19:00 / 토요일 10:00-18:00,37.49708172,126.8469186,서울특별시 구로구 경인로 236 103동 1층,,
310,킴리동물병원,02-6925-5475,0,0,0,1,1,매일 10:00~19:00,37.51852049,127.103976,서울특별시 송파구 올림픽로35길 94 2동 장미전철상가 203호 (신천동 장미3차맨션),,
311,동물의왕국동물병원,02-406-4814,0,1,1,0,1,매일 10:00~22:00,37.49833902,127.1462949,서울특별시 송파구 마천로 263,"침술치료,내과,외과,산과,피부과,안과,치과",
312,24시 우리들동물메디컬센터,02-2642-7588,1,0,0,1,1,매일 00:00~24:00,37.52291389,126.8648958,서울특별시 양천구 목동로 161,"피부과,내과,안과,산과,치과,외과",
313,미래동물병원,02-386-6092,0,1,1,0,1,"평일 09:30~19:00/토,공휴일 10:00~18:00",37.61376012,126.9123159,서울특별시 은평구 서오릉로 192 제영빌딩 1층,"심장초음파,치과 엑스레이,세포학검사",
314,강남동물병원,02-514-7582,0,0,0,0,0,,37.50776593,127.034472,서울특별시 강남구 봉은사로 205 상하빌딩,,
315,골드퍼피동물병원 공릉점,02-971-5955,0,1,0,1,1,매일 11:00-22:00,37.62059803,127.0749449,서울특별시 노원구 동일로 1014 1층 2층 (공릉동),"내과,외과,수의한방,정형외과,피부과,이비인후과,치과,안과,예방접종",
316,아이윌24시동물병원,02-6925-7021,1,1,1,1,1,매일 00:00~24:00,37.51964549,127.0492067,서울특별시 강남구 삼성로133길 3,"고관절,슬개골 수술 전문,고양이 전문","개,고양이"
317,오즈동물병원,02-305-5975,0,1,0,1,1,평일 10:00~18:30 / 주말 10:00~17:00 / 공휴일 13:00~17:00,37.57805476,126.9210192,서울특별시 서대문구 증가로 150 100동 B209 B210호 (남가좌동),"외과,내과,치과,안과,피부과",
318,클로버동물병원,02-2687-7582,0,0,0,0,1,평일 10:00-19:30 / 토요일 10:00-18:00,37.47976341,126.822891,서울특별시 구로구 서해안로 2096 203 204호 (항동),,"개,고양이,토끼,기니피그,고슴도치,햄스터,새,거북이,도마뱀 등 파충류"
319,가든펫동물병원,02-373-5555,0,0,0,1,1,평일 10:00~16:00,37.58699856,126.9085351,서울특별시 은평구 증산로9길 26-23 지하1층,,
320,한빛동물병원,02-382-7511,0,1,1,1,1,"평일 09:30~19:30/토,공휴일 09:30~17:30",37.64784198,126.929665,서울특별시 은평구 진관4로 87 629동 116호 ,"예방의학,산과,피부과,내과,치과,안과,비뇨기과,정형외과,일반외과",
321,신풍동물병원,02-835-7572,1,0,0,0,1,매일 00:00~24:00,37.49868392,126.9086036,서울특별시 영등포구 신길로 70,,
322,산책동물병원,02-2653-3335,0,1,0,1,1,평일 10:00-19:00 / 토요일 10:00-16:00,37.51541022,126.8596086,서울특별시 양천구 목동서로 401 1층 102호 (신정동 대림아크로빌),"심부전,신부전,건강검진,노령질환,췌장염",
323,한양동물메디컬센터,02-2281-5200,0,1,1,1,1,매일 09:00-22:00,37.55965345,127.0370055,서울특별시 성동구 왕십리로 282 (행당동),,"개,고양이,특수동물"
324,우신종합동물병원,02-836-6509,0,1,1,0,0,일반진료 10:00~21:00/ 응급진료 22:00~10:00,37.50719611,126.9112359,서울특별시 영등포구 신길로 168 1층,"안과,정형외과,치과,피부과,귀질환,비뇨기과,외과,내과","개,고양이,특수동물"
325,아크리스동물의료센터,02-583-7582,0,0,0,1,1,매일 10:00~19:00,37.51371335,127.0619091,서울특별시 강남구 봉은사로104길 10 3층 (삼성동 동화빌딩),,"개,고양이,특수동물"
326,이황동물병원,02-336-0073,0,1,0,1,0,평일 10:00-19:00 / 토요일 10:00-18:00,37.56079667,126.9054786,서울특별시 마포구 월드컵로 147 1층 (망원동 한익빌딩),,
327,아이러브펫동물병원 신도림점,02-3439-7533,0,1,0,1,0,매일 11:00~21:00,37.50904922,126.8869873,서울특별시 구로구 경인로 661 신도림1차푸르지오 홈플러스 지하1층,"예방접종,중성화,슬개골수술,노령견관리",
328,우리덕구동물병원,02-6953-8275,0,1,1,0,1,평일 10:00~19:00(진료마감 18:30)/토 10:00~17:00(진료마감 16:30),37.63458108,126.9266554,서울특별시 은평구 진관2로 77 205동 지하1층 B104호 (진관동 은평뉴타운우물골),"내과,피부과,외과,안과,치과,한방치료,정형외과",
329,한국동물영상의학센터,02-6215-3416,0,0,0,0,0,매일 11:00~21:00,37.59503781,127.0794248,서울특별시 중랑구 망우로 241 지하1층 (중화동 영해빌딩),"MRI,CT,초음파,C-arm,X-ray",
330,사랑동물병원,02-6403-1750,0,0,0,1,0,매일 10:00-19:00,37.54117207,127.1430376,서울특별시 강동구 천중로49길 4 (길동),"수술 전문,안과,피부과",
331,바른동물병원,02-2297-7570,0,0,0,0,1,평일 10:00-18:30 / 토요일 10:00-18:00,37.54533003,127.0179254,서울특별시 성동구 독서당로 270 상가동 2층 206호 (금호동4가 금호동 대우아파트),"안과,내분비 내과,정형외과,건강검진",
332,대한동물병원,02-2694-4821,0,1,0,1,1,평일 10:00~19:00/토 09:00~18:00,37.54389655,126.8431619,서울특별시 강서구 화곡로 205 대한동물병원,"예방의학,건강검진,산과,일반내과,일반외과,피부병,귓병",
333,하니동물의료센터,02-2647-1772,0,1,0,1,1,매일 09:30-22:00,37.53513476,126.8637624,서울특별시 양천구 등촌로 58,"예방접종,중성화,내과,외과,산과,피부과,치과,안과,이과,건강검진",
334,현대종합동물병원,02-2212-7596,0,1,0,1,1,"평일,토 09:00~21:00/일,공휴일 10:00~20:00",37.57248315,127.0730327,서울특별시 동대문구 답십리로 293 1층 (장안동),,
335,동물메디컬센터W,02-323-8275,1,1,0,1,1,주간진료 10:00-19:00 / 야간진료 19:00-23:00 / 심야진료 23:00-06:00 / 야간진료 06:00-10:00,37.55346557,126.9123097,서울특별시 마포구 월드컵로 46,"내과,외과,응급",
336,나래동물병원,02-463-3216,0,0,0,1,1,평일 10:00~21:00(접수는 20:00까지)/토 10:00~20:00(접수는 19:00까지),37.55536186,127.0781339,서울특별시 광진구 능동로 283 진성빌딩,,
337,보람동물병원,02-465-7582,0,0,0,0,0,월~토 09:30~21:00,37.55052655,127.0711619,서울특별시 광진구 군자로 84,,
338,동서울동물병원,02-444-7533,0,0,0,0,0,,37.54176948,127.0962042,서울특별시 광진구 아차산로 493,,
339,러브펫동물병원,02-837-8875,0,0,1,1,0,매일 09:00~21:00,37.48117765,126.9095731,서울특별시 관악구 남부순환로 1429,,
340,원동물병원,02-555-6835,0,1,0,1,1,"평일 10:00-19:00 / 토요일,공휴일 10:00-15:00",37.50283621,127.0573374,서울특별시 강남구 역삼로 459 한상빌딩 1층 (대치동),"건강검진,노령견,중성화",
341,세인트필립동물병원,02-3486-7707,0,1,0,1,1,"평일 10:00~19:00/토,공휴일 10:00~18:00",37.47711496,126.9767103,서울특별시 동작구 남부순환로267길 5 (사당동102호),"피부병,심장병,예방접종",
342,응암동물병원,02-387-6920,0,0,0,0,1,"평일 09:00~20:00 / 토,공휴일 09:00~16:00 ",37.59527603,126.9183256,서울특별시 은평구 응암로 261,,
343,신사동물병원,02-549-4505,0,1,1,1,1,매일 09:00~22:00,37.51964587,127.0290174,서울특별시 강남구 도산대로 206 진성빌딩 (논현동),"안과,산과,피부과,정형외과,일반진료",
344,파파동물병원,02-2039-9780,0,1,0,1,0,평일 10:00-19:00 / 토요일 10:00-14:00,37.50878562,127.0035444,서울특별시 서초구 신반포로23길 30 반원상가 1층 109호 (잠원동),"건강관리,수술,임상병리검사,내시경,영상진단검사",
345,송이종합동물병원,02-415-7114,0,1,0,1,1,매일 09:00-20:00,37.50701994,127.1164771,서울특별시 송파구 가락로 210 1층,"정형외과,이비인후과 클리닉,전염병 센터,피부과,소아과,노령동물의학과,심장내과,신부전","개,고양이"
